rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad,toi_created,rowupdate
976,1844.01,1844,198108326,198108326,1,KP,13h57m33.27s,209.388645,+43d29m35.92s,43.49331,-134.791,-44.294,2458930.33,3.212983,2.361831,23132.58478,10.690659,139.775854,876.955969,11.7551,142.751,4652.87,4.61265,0.703594,5/7/2020 18:04,5/9/2020 12:00
977,1845.01,1845,272758199,272758199,1,,15h49m16.1s,237.317086,+71d26m34.6s,71.442944,-2.766,-19.059,2458684.989,3.66096,2.526,19470,13.6917,264.972,1124,12.889,418.239,5271,4.44,0.94,5/7/2020 18:04,6/18/2020 12:00
978,1846.01,1846,198385543,198385543,1,,17h11m49.19s,257.954965,+54d31m40.25s,54.527848,-61.625,211.315,2458929.202,3.927457,1.50222,2108.24875,1.898472,17.761248,523.586115,11.8467,47.2496,3512,4.81618,0.411452,5/7/2020 18:04,5/8/2020 12:00
979,1847.01,1847,54002556,54002556.01,1,,01h34m05.15s,23.52145,-14d25m08.94s,-14.419149,11.168,14.047,2458390.707,,3.585,9810,8.72158,33.1635,668,11.6235,190.422,5076,4.53,0.83,5/8/2020 14:39,8/15/2020 12:00
980,1848.01,1848,219824469,219824469,1,,13h37m45.6s,204.440006,+48d15m00.44s,48.250123,-41.754,6.45,2458740.283,5.481,4.544,1280,6.1778,668.43,1416,10.5038,296.945,5923,4.05,1.62,5/8/2020 16:49,6/18/2020 12:00
981,1849.01,1849,23740089,23740089.01,1,,13h52m23.92s,208.099647,+37d44m55s,37.748612,-6.014,15.687,2458932.611,9.86531,1.79,3170,6.61949,22.515,606,10.4985,189.09,5595,4.32,1.14,5/8/2020 16:49,5/8/2020 12:00
982,185.01,185,100100827,100100827,1,KP,01h37m25.07s,24.354462,-45d40m40.06s,-45.677794,25.243,20.597,2458354.458,0.941449,2.15304,10692.96369,12.97984,5449.44472,2191.330141,8.8287,123.483,6400,4.36583,1.23,10/22/2018 19:57,7/14/2020 10:00
983,1850.01,1850,149577217,149577217,1,,13h03m02.85s,195.761884,+21d55m23.06s,21.923072,-30.718,-2.633,2458931.036,7.39143,1.252,5880,16.4641,59.8747,774,10.626,171.205,5224.6,4.28,1.14,5/8/2020 16:49,5/8/2020 12:00
984,1851.01,1851,378976682,378976682,1,,13h10m59.67s,197.748635,+06d41m11.63s,6.686564,-64.831,-23.251,2458930.486,6.01815,1.296,13310,9.39899,12.9251,528,13.1369,274.942,4567,4.53,0.76,5/8/2020 16:49,5/8/2020 12:00
985,1852.01,1852,219728669,219728669,1,,13h08m17.29s,197.072025,+23d07m15.37s,23.120937,-20.807,-9.79,2458930.363,2.36011,2.46,22100,13.735,504.037,1320,13.4891,543.277,5356,4.49,0.9,5/8/2020 16:49,6/18/2020 12:00
986,1853.01,1853,73540072,73540072.01,1,,14h05m50.24s,211.459347,+16d59m32.53s,16.99237,-45.626,-12.311,2458929.646,1.24357,1.273,1730,3.78281,616.102,1387,11.3719,165.105,4968.8,4.5,0.84,5/8/2020 16:49,6/29/2020 12:00
987,1854.01,1854,157225097,157225097,1,,13h47m22.9s,206.845428,+19d45m30.43s,19.758454,-7.311,-37.139,2458931.882,2.52618,1.945,15850,11.2346,191.843,1036,13.0383,346.457,4836,4.45,0.87,5/8/2020 16:49,6/8/2020 12:00
988,1855.01,1855,81247740,81247740.01,1,,13h41m24.95s,205.353953,+17d41m12.74s,17.686872,-73.224,-80.738,2458929.443,1.36416,1.122,6740,22.9227,1320.56,1679,10.6503,176.833,5347,4.33,1.08,5/8/2020 16:49,6/26/2020 12:00
989,1856.01,1856,224313733,224313733,1,,15h36m23.79s,234.099145,+57d53m26.66s,57.890738,-15.762,15.996,2458729.214,39.40157,8.033,11900,12.7893,61.5964,780,10.9374,210.486,5616.4,4.44,1,5/8/2020 16:49,5/8/2020 12:00
990,1857.01,1857,180652891,180652891,1,FP,13h18m25.76s,199.607344,+35d57m14.34s,35.953983,6.779,-1.198,2458929.13,0.77612,1.19,1820,10.5521,12496.7,2945,9.2427,317.527,7218,3.94,2.26,5/8/2020 16:49,6/15/2020 12:00
991,1858.01,1858,424733642,424733642,1,,13h17m39.02s,199.412592,+22d51m00.36s,22.850101,-25.718,3.186,2458932.015,2.09098,1.272,19280,18.177,165.148,998,12.8777,205.385,4220.9,4.49,0.77,5/8/2020 16:49,5/8/2020 12:00
992,1859.01,1859,229742722,229742722,1,,18h39m19.62s,279.831764,+69d31m22.34s,69.522873,12.12,-12.156,2458726.14,63.48342,4.75758,5406.118322,10.621745,25.888805,575.304475,9.93689,224.385,6415,4.26,1.40156,5/8/2020 17:43,7/28/2020 16:00
993,186.01,186,279741379,279741379,1,CP,03h27m00.05s,51.750188,-63d30m00.6s,-63.500166,355.084,-247.46,2458350.314,,3.407877,1609.964688,3.25189,3.862959,357.560704,6.9934,16.32,4628.53,4.32239,0.739077,10/19/2018 23:49,7/10/2020 18:05
994,186.02,186,279741379,279741379,2,,03h27m00.05s,51.750188,-63d30m00.6s,-63.500166,355.084,-247.46,2458332.299,7.787068,2.524159,213.24494,1.076237,67.834632,731.952028,6.9934,16.32,4628.53,4.32239,0.739077,7/9/2020 13:30,7/10/2020 18:05
995,1860.01,1860,202426247,202426247,1,,15h05m49.62s,226.456731,+64d02m51.66s,64.047682,-122.326,110.588,2458683.604,1.066211,1.303887,231.59722,1.424505,1901.754506,1684.257008,7.7885,45.864,5668,4.51,0.92985,5/18/2020 15:28,6/18/2020 12:00
996,1861.01,1861,323295479,323295479,1,,08h43m12.03s,130.80013,-83d03m40.53s,-83.061258,41.562,-59.759,2458622.92,24.72463,6.136,8970,10.9482,89.0369,855,9.9486,135.758,5490,4.45,1.06,5/18/2020 20:24,6/17/2020 10:00
997,1862.01,1862,321668398,321668398,1,,17h37m03.12s,264.26302,+53d01m16.59s,53.021275,-4.289,7,2459012.121,5.64462,2.885947,4064.440987,11.219379,854.624887,1378.997991,11.5429,527.995,6310,4.1,1.63591,5/29/2020 16:35,8/11/2020 16:00
998,1863.01,1863,356919658,356919658,1,FP,18h14m19.37s,273.580728,+57d59m34.71s,57.992976,-4.935,20.049,2458683.899,1.42611,1.788,1890,9.21032,11388,2877,11.2542,383.432,6404,4.31,1.32,5/29/2020 16:35,6/24/2020 12:00
999,1864.01,1864,229791084,229791084,1,KP,18h57m46.54s,284.443905,+69d34m15.01s,69.570837,-5.575,-3.373,2459011.339,1.645284,2.751509,18577.68257,18.493468,2559.495261,1814.087923,12.2856,559.068,6023,4.25,1.32044,5/29/2020 16:35,8/11/2020 16:00
1000,1865.01,1865,207425203,207425203,1,,16h11m40.65s,242.919358,+58d28m37.2s,58.477001,5.076,-10.072,2458712.118,1.22425,1.381,1610,10.1552,9382.44,2741,11.871,757.572,6618.5,3.99,1.92,5/29/2020 16:35,7/27/2020 10:00
1001,1866.01,1866,400430915,400430915,1,,19h41m31.73s,295.382219,+57d19m32.39s,57.325664,1.219,0.463,2458685.081,2.18619,3.711,2930,10.021,4087.67,2227,12.6557,1152.5,6728,4.03,1.92,5/29/2020 16:35,5/31/2020 12:00
1002,1867.01,1867,400476523,400476523,1,,19h42m14.13s,295.558877,+59d35m20.86s,59.589129,-3.497,-0.633,2458700.974,18.10671,4.562,10340,19.3734,199.63,1047,12.2339,775.054,6615,4.14,1.65,5/29/2020 16:35,5/31/2020 12:00
1003,1868.01,1868,230087585,230087585,1,,16h28m30.15s,247.125627,+69d01m51.51s,69.030975,-2.096,14.467,2458687.074,8.82643,3.472,5680,11.8896,128.39,937,12.6053,766.271,6016,4.1,1.56,5/29/2020 16:35,5/31/2020 12:00
1004,1869.01,1869,299780329,299780329,1,,02h30m07.28s,37.530328,-79d45m23.62s,-79.75656,11.464,-12.791,2458325.949,1.60282,1.122,720,15.1832,1887.06,1836,10.9679,305.601,5435.9,4.2,1.57,5/29/2020 16:35,6/17/2020 16:00
1005,187.01,187,260304296,260304296,1,FP,06h18m27.73s,94.615541,-57d00m48.6s,-57.013501,-8.683,6.389,2458325.779,0.512589,1.655647,5643.213379,20.511135,32050,3727,9.109901,184.529,6725,4.19532,1.58318,10/19/2018 23:49,12/17/2019 10:00
1006,1870.01,1870,230375747,230375747,1,,19h00m04.96s,285.020668,+63d25m47.39s,63.42983,-0.749,-1.828,2459011.651,2.763328,3.506107,13144.16567,16.776466,1824.643801,1666.918143,12.8079,876.378,6511,4.25,1.43103,5/29/2020 16:35,8/11/2020 16:00
1007,1871.01,1871,233503636,233503636,1,FP,16h44m56.57s,251.235703,+77d20m38.54s,77.344038,2.762,-0.365,2458685.822,3.40612,1.714,1740,8.60495,985.653,1560,11.5906,526.243,5955.3,4.06,1.67,5/29/2020 16:35,8/2/2020 12:00
1008,1872.01,1872,229490898,229490898,1,,19h45m01.75s,296.257303,+64d47m30.85s,64.791904,-5.967,-9.382,2458683.473,2.23467,1.701,3690,9.48877,955.946,,11.9414,608.57,6305.2,,1.57,5/29/2020 16:35,8/12/2020 16:00
1009,1873.01,1873,328933398,328933398,1,,14h10m16.43s,212.568476,+84d22m18.69s,84.371858,1.067,-2.419,2458706.45,24.93345,5.681,1670,4.90235,172.519,1009,10.7447,182.014,5699,4.47,0.97,5/29/2020 16:35,5/31/2020 12:00
1010,1873.02,1873,328933398,328933398,2,,14h10m16.43s,212.568476,+84d22m18.69s,84.371858,1.067,-2.419,2458848.658,,5.081212,1631.799117,3.959313,22.372908,554.690031,10.7447,182.014,5699,4.47,0.971675,7/15/2020 20:13,7/17/2020 12:00
1011,1874.01,1874,232641326,232641326,1,,18h45m47.81s,281.44921,+56d22m54.12s,56.381701,8.653,1.588,2458684.761,17.86825,5.572,11010,19.2142,337.08,1193,11.5816,639.003,7013,4.2,1.64,5/29/2020 16:35,5/31/2020 12:00
1012,1875.01,1875,233047097,233047097,1,,17h54m38.62s,268.6609,+60d21m23.08s,60.356411,-5.109,-9.682,2458692.243,11.30916,1.919,12830,16.8247,44.8969,721,12.9417,677.874,5817,4.27,1.25,5/29/2020 16:35,8/11/2020 16:00
1013,1876.01,1876,233078665,233078665,1,,18h06m26.85s,271.611889,+62d10m36.3s,62.176751,-4.06,4.82,2458687.696,6.48257,2.201,4470,11.935,195.293,1041,12.8182,1119.32,6748,4.12,1.73,5/29/2020 16:35,5/31/2020 12:00
1014,1877.01,1877,233497719,233497719,1,,16h38m04.8s,249.519983,+77d45m23.04s,77.756401,-4.924,39.626,2458686.495,3.80159,2.771,18830,14.3005,413.553,1256,12.8746,565.519,6051,4.48,1.01,5/29/2020 16:35,5/31/2020 12:00
1015,1878.01,1878,219762508,219762508,1,,17h30m25.27s,262.605271,+63d07m22.85s,63.123014,4.282,-2.303,2458685.802,3.23501,0.865,3700,7.20162,62.5576,783,12.9737,603.015,5976,4.43,1.06,5/29/2020 16:35,5/31/2020 12:00
1016,1879.01,1879,243335710,243335710,1,,19h19m26.78s,289.861603,+59d40m12.4s,59.670112,1.246,0.272,2458689.142,13.70535,5.362,9310,15.7876,399.461,1245,12.9935,982.768,6531,4.22,1.5,5/29/2020 16:35,5/31/2020 12:00
1017,188.01,188,280830734,280830734,1,FP,02h58m13.34s,44.555588,-70d45m38.83s,-70.760786,33.499,38.324,2458325.778,1.162031,1.172865,341.597992,4.63134,6297.108398,2271.98291,9.4668,210.812,6340.299805,4.18,1.60517,10/19/2018 23:49,12/17/2019 10:00
1018,1880.01,1880,359357695,359357695,1,,12h10m54.28s,182.726187,-75d07m54.95s,-75.13193,-39.401,-7.25,2458600.172,1.72702,1.449,7210,,270.581,1129,13.0614,102.608,3631.4,4.69,,5/29/2020 16:35,5/31/2020 12:00
1019,1881.01,1881,59859387,59859387.01,1,,07h21m28.72s,110.369675,-45d34m03.85s,-45.567737,-9.997,11.584,2458492.616,1.12027,1.702,1880,12.845,22617.5,3416,10.2761,294.281,6564.4,4.26,1.5,5/29/2020 16:35,5/31/2020 12:00
1020,1882.01,1882,396368313,396368313,1,,14h11m21.41s,212.839201,-75d49m59.53s,-75.833202,-6.75,-5.584,2458599.054,3.08991,1.675,5870,,4702.95,2307,11.2394,708.598,8828.7,4.39,,5/29/2020 16:35,5/31/2020 12:00
1021,1883.01,1883,348755728,348755728,1,,08h56m21.42s,134.089246,-12d55m50.32s,-12.930644,30.75,3.168,2458517.81,4.5059,1.973,9565,5,,,13.3462,115.369,3477,4.74303,0.493576,5/29/2020 16:35,5/31/2020 12:00
1022,1884.01,1884,219879302,219879302,1,,17h24m31.07s,261.129456,+67d59m20.84s,67.989121,-0.326,-6.855,2458684.18,6.78221,2.591,11430,9.4512,65.4473,792,12.6183,340.55,5225,4.5,0.88,5/29/2020 16:35,5/31/2020 12:00
1023,1885.01,1885,258510872,258510872,1,,20h18m39.65s,304.665223,+66d09m21.43s,66.155954,0.54,-3.806,2458716.124,6.54417,3.831,6500,14.4402,324.73,1182,11.9742,560.901,6232,4.03,1.76,5/29/2020 16:35,5/31/2020 12:00
1024,1886.01,1886,403136415,403136415,1,,22h14m14.33s,333.559696,-55d22m24.02s,-55.373338,4.93,-8.523,2458326.378,2.5127,2.411,20000,14,,,13.0934,529.373,5744,4.51952,0.924044,5/29/2020 16:35,5/31/2020 12:00
1025,1887.01,1887,229586455,229586455,1,,18h05m28.45s,271.368524,+75d08m44.26s,75.145628,-34.046,88.331,2458685.195,2.20016,1.652,1330,2.59667,147.932,971,12.2415,138.272,4250,4.58048,0.71,5/29/2020 16:35,5/31/2020 12:00
1026,1888.01,1888,459997997,459997997,1,FP,10h25m00.01s,156.250032,-60d34m30.51s,-60.575142,-21.982,9.122,2458573.562,5.5501,5.174,3613.12,13.5383,3379.46,2124,10.4748,521.829,7397,4.1,2.05,5/29/2020 16:35,5/31/2020 12:00
1027,1889.01,1889,139771134,139771134,1,,21h36m30.78s,324.128236,-52d30m47.16s,-52.513101,20.985,-16.051,2458326.071,0.913781,1.213647,6240,,,,12.5093,211.794,4791,,0.771805,5/29/2020 16:35,7/24/2020 12:00
1028,189.01,189,278866211,278866211,1,FP,06h43m13.87s,100.807811,-55d14m39.75s,-55.244376,-11,41.214,2458327.358,2.194097,1.956189,5681.89209,14.822882,2348.02002,1939,10.2638,181.879,6054,4.39416,1.1174,10/19/2018 23:49,12/17/2019 10:00
1029,1890.01,1890,288636599,288636599,1,,18h38m58.68s,279.744502,+79d14m18.06s,79.23835,3.785,9.982,2458686.009,19.9677,6.17,5680,9.72128,72.1248,811,11.6819,372.335,5857,4.26,1.27,5/29/2020 16:35,5/31/2020 12:00
1030,1891.01,1891,139198430,139198430,1,,23h02m31.44s,345.630986,-46d05m06.7s,-46.085195,-24.1,-2.1,2458333.092,,1.95068,4013.930371,13.791885,109.48139,825.001664,9.3059,135.265,5984,4.30752,1.21977,5/29/2020 16:46,6/17/2020 10:00
1031,1892.01,1892,63698669,63698669.01,1,,00h20m39.68s,5.165323,-33d59m04.11s,-33.984476,67.063,-13.027,2458364.632,,5.068965,294.921391,1.468235,82.674815,769.065018,9.9312,97.4697,5256,4.55251,0.831552,5/29/2020 16:46,5/31/2020 12:00
1032,1893.01,1893,264544388,264544388,1,,21h45m45.21s,326.438392,+79d36m50.18s,79.613939,23.5,18.487,2458824.861,,16.20002,560.400439,3.96469,95.417023,797.124605,8.43389,134.912,6996,4.29542,1.46151,5/29/2020 16:46,5/31/2020 12:00
1033,1894.01,1894,280865159,280865159,1,,06h43m11.66s,100.798591,-78d16m51.94s,-78.281094,39.23,56.87,2458387.062,,18.163164,437.08594,2.382593,19.166216,533.64672,10.7519,178.372,5611,4.37718,1.0692,5/29/2020 16:46,5/31/2020 12:00
1034,1895.01,1895,384159646,384159646,1,,16h14m51.23s,243.713459,-81d40m50.15s,-81.680597,-17.507,-31.801,2458630.394,,5.026435,2544.80931,6.655543,33.810129,615.008981,9.7556,206.229,6762,4.39031,1.27155,5/29/2020 16:46,5/31/2020 12:00
1035,1896.01,1896,174302697,174302697,1,,23h28m42.87s,352.17861,+47d20m58.28s,47.349521,56.957,0.365,2458743.727,,16.104628,2816.522418,8.955629,254.64078,1018.830033,8.88374,169.851,6750,4.18569,1.60572,5/29/2020 16:46,5/31/2020 12:00
1036,1897.01,1897,420645189,420645189,1,,03h13m28.9s,48.370422,+75d16m06.16s,75.268379,48.29,14.617,2458837.477,,6.599686,2491.714746,6.103814,97.049296,800.512,10.1374,158.493,5937,4.44855,1.02867,5/29/2020 16:46,5/31/2020 12:00
1037,1898.01,1898,91987762,91987762.01,1,,09h38m13.27s,144.5553,+23d32m48.29s,23.546746,-64.433,-41.485,2458894.254,,4.278643,1658.404772,7.163873,201.524727,960.95231,7.4098,79.6682,6303.91,4.11765,1.61034,5/29/2020 16:46,6/18/2020 12:00
1038,1899.01,1899,172370679,172370679,1,CP,19h57m42.44s,299.426847,+40d08m36.05s,40.143346,35.427,18.828,2458711.959,,4.926248,30464.18086,11.324759,4.331583,367.943738,12.5826,128.438,3854,4.63619,0.617863,5/29/2020 16:46,7/15/2020 12:00
1039,190.01,190,166739520,166739520,1,KP,02h27m06.19s,36.775811,-50d17m03.93s,-50.284425,59.958,24.743,2458357.572,10.020817,5.79945,8256.898438,10.928113,181.294022,935.870178,9.6411,157.963,6038,4.35513,1.17,10/22/2018 19:57,3/4/2020 13:49
1040,1900.01,1900,178879588,178879588,1,KP,04h29m40.46s,67.418582,-28d11m49.97s,-28.197215,5.777,16.81,2458439.388,3.05548,2.429,12430,12.0553,573.805,1363,13.2554,623.232,5735,4.41,1.04,5/29/2020 17:45,5/29/2020 12:37
1041,1901.01,1901,19684256,19684256.01,1,KP,09h20m21.02s,140.087589,-31d16m09.16s,-31.269212,-20.014,21.252,2458518.445,1.36672,1.993,20810,15.0824,1351.93,1689,13.1758,555.134,5790.4,4.44,1.02,5/29/2020 17:45,5/29/2020 12:37
1042,1902.01,1902,272212970,272212970,1,KP,12h00m50.11s,180.208788,-46d08m11.11s,-46.13642,-6.082,0.801,2458572.506,1.60906,1.602,13150,16.8252,1013.69,1571,13.174,960.109,6393,4.24,1.43,5/29/2020 17:45,5/29/2020 12:37
1043,1903.01,1903,77156657,77156657.01,1,KP,04h32m32.75s,68.136479,-38d58m05.87s,-38.968297,-0.767,5.443,2458413.13,3.83988,5.629,4778.63,15.8369,1711.62,1791,11.8831,715.383,5909,4.42,2.08,5/29/2020 17:45,5/29/2020 12:37
1044,1904.01,1904,272213425,272213425,1,KP,12h00m39.62s,180.165072,-45d47m58.04s,-45.799456,-8.604,-2.95,2458575.109,4.32486,4.284,6600,17.6228,1081.17,1597,11.1138,564.409,6457,3.9,2.13,5/29/2020 17:45,5/29/2020 12:37
1045,1905.01,1905,429302040,429302040,1,KP,12h33m32.74s,188.386428,-10d08m46.37s,-10.146214,-96.647,-9.483,2458574.142,5.72226,2.648,25549,12.8433,37.0251,687,10.418,64.7414,4233.2,4.64,0.73,5/29/2020 17:45,5/29/2020 12:37
1046,1906.01,1906,308098254,308098254,1,KP,11h13m10.3s,168.292908,-17d39m28s,-17.657779,6.008,-7.754,2458548.345,9.62642,4.415,10310,12.4643,147.25,970,11.5688,310.841,5473,4.26,1.2,5/29/2020 17:45,5/29/2020 12:37
1047,1907.01,1907,453789494,453789494,1,KP,13h17m44.1s,199.433742,-47d14m15.27s,-47.237575,-15.976,0.505,2458598.805,5.47744,5.462,8373.78,20.4059,1517.79,1738,10.7316,538.11,6942,3.94,2.03,5/29/2020 17:45,5/29/2020 12:37
1048,1908.01,1908,37718056,37718056.01,1,KP,00h16m35.12s,4.146347,-10d58m35.12s,-10.976423,1.827,-1.504,2458384.094,3.65688,3.542,7040,12.8031,903.013,1527,11.7083,524.993,6239,4.15,1.53,5/29/2020 17:45,5/29/2020 12:37
1049,1909.01,1909,232038798,232038798,1,KP,06h26m58.71s,96.744643,-46d49m16.91s,-46.821364,0.077,20.496,2458471.25,4.15323,1.999,20575.8,12.3569,499.927,1317,11.3187,303.941,5818.8,4.24,0.78,5/29/2020 17:45,5/29/2020 12:37
1050,191.01,191,183532609,183532609,1,KP,23h59m36.21s,359.900874,-35d01m52.81s,-35.031335,109.747,7.614,2458358.92,8.159165,4.437074,15535.47461,12.359505,48.07373,671.578369,9.1468,89.9606,5600,4.50501,0.94,10/22/2018 19:57,3/4/2020 13:49
1051,1910.01,1910,437261733,437261733,1,KP,11h21m17.84s,170.324325,-22d23m17.44s,-22.388177,-24.166,0.929,2458548.791,5.41792,3.522,13980,13.1617,260.226,1118,13.2958,642.884,5652,4.36,1.1,5/29/2020 17:45,5/29/2020 12:37
1052,1911.01,1911,44745133,44745133.01,1,KP,04h06m37.87s,61.657801,-25d20m58.8s,-25.349667,3.997,9.892,2458415.755,7.81876,4.968,3110,9.22222,260.731,1119,12.5757,679.761,5549,4,1.64,5/29/2020 17:45,5/29/2020 12:37
1053,1912.01,1912,50712784,50712784.01,1,KP,08h25m21.08s,126.337825,-11d30m03.56s,-11.500989,-5.388,-0.587,2458492.281,5.40542,4.712,3590,9.83634,898.65,1525,10.5579,343.08,6410,4.14,1.59,5/29/2020 17:45,5/29/2020 12:37
1054,1913.01,1913,53458803,53458803.01,1,KP,06h51m23.38s,102.847425,-29d03m31.16s,-29.058655,-16.382,-7.264,2458471.969,3.34862,3.299,11170,13.1954,617.947,1389,11.8656,389.57,5711,4.27,1.23,5/29/2020 17:45,5/29/2020 12:37
1055,1914.01,1914,53750200,53750200.01,1,KP,06h54m04.17s,103.517356,-27d03m01.5s,-27.050416,-0.139,-4.758,2458469.001,4.19268,1.729,4240,10.9859,198.538,1045,12.2309,737.668,6405,4.13,1.63,5/29/2020 17:45,5/29/2020 12:37
1056,1915.01,1915,98283926,98283926.01,1,KP,07h13m48.58s,108.452399,-33d26m14.45s,-33.437346,0.759,-2.879,2458492.265,2.29183,3.129,11090,13.4725,1834.77,1823,13.1472,800.377,6208,4.31,1.27,5/29/2020 17:45,5/29/2020 12:37
1057,1916.01,1916,98545929,98545929.01,1,KP,07h16m25.09s,109.104521,-31d14m39.82s,-31.244395,-2.42,2.44,2458492.327,1.88851,3.515,4990,14.6297,12565.4,2949,12.4539,1458.83,8549,4.11,2.12,5/29/2020 17:45,5/29/2020 12:37
1058,1917.01,1917,339522221,339522221,1,KP,19h46m45.23s,296.688442,-63d33m56.34s,-63.565649,19.406,-12.796,2458655.298,1.82069,3.049,12340,15.6593,2440.7,1958,12.0457,514.555,6155,4.24,1.35,5/29/2020 17:45,5/29/2020 12:37
1059,1918.01,1918,308425348,308425348,1,KP,11h10m19.88s,167.582816,-58d58m58.75s,-58.982985,-10.042,4.282,2458571.791,3.39829,2.634,4340,7.06633,662.808,1413,12.2876,477.322,6271,4.45,1.09,5/29/2020 17:45,5/29/2020 12:37
1060,1919.01,1919,102192004,102192004,1,KP,13h03m10.56s,195.794015,-41d23m05.5s,-41.384862,0.043,-5.784,2458575.158,4.23349,1.613,7020,13.278,269.982,1129,11.3287,410.149,6333.7,4.21,1.46,5/29/2020 17:45,5/29/2020 12:37
1061,192.01,192,183537452,183537452,1,KP,23h51m31.01s,357.879198,-39d54m25.64s,-39.907121,-56.853,-88.865,2458356.415,3.922743,2.616187,11502.26953,8.569172,150.072052,892.677734,10.2499,87.5953,4800,4.53527,0.81,10/22/2018 19:57,3/4/2020 13:49
1062,1920.01,1920,363851359,363851359,1,KP,13h22m32.37s,200.634864,-44d41m19.82s,-44.688839,-3.451,-7.915,2458599.238,2.54317,2.106,5740,10.1496,455.425,1286,13.2755,748.585,5652,4.2,1.31,5/29/2020 17:45,5/29/2020 12:37
1063,1921.01,1921,112099249,112099249,1,KP,13h58m04.08s,209.51701,-30d20m53.35s,-30.348153,-4.362,-5.087,2458604.171,5.17958,4.524,7620,14.829,669.018,1416,12.1577,663.231,6116,4.07,1.65,5/29/2020 17:45,5/29/2020 12:37
1064,1922.01,1922,112604564,112604564,1,KP,07h29m40.61s,112.419225,-29d56m16.5s,-29.937916,2.67,-5.024,2458496.307,4.57778,3.574,10660,18.5841,773.768,1469,12.3213,878.521,6687,4.09,1.78,5/29/2020 17:45,5/29/2020 12:37
1065,1923.01,1923,114299824,114299824,1,KP,07h37m08.01s,114.283382,-32d45m19.51s,-32.755419,-6.283,0.531,2458493.595,4.20662,2.29,12200,11.969,404.654,1249,12.9264,609.838,6781,4.54,1.07,5/29/2020 17:45,5/29/2020 12:37
1066,1924.01,1924,371443216,371443216,1,KP,09h50m19.22s,147.580067,-66d06m50.13s,-66.113925,6.051,-15.398,2458573.595,2.82421,3.86,8309.85,,4629.23,2297,8.0552,170.696,8004.2,4.2,,5/29/2020 17:45,5/29/2020 12:37
1067,1925.01,1925,118956453,118956453,1,KP,09h01m39.91s,135.416303,-20d43m13.33s,-20.720369,-9.984,1.128,2458519.888,2.34499,1.908,14670,12.7841,381.246,1231,11.9397,305.603,5515,4.39,1.04,5/29/2020 17:45,5/29/2020 12:37
1068,1926.01,1926,143143769,143143769,1,KP,05h58m23.73s,89.598895,-30d48m42.48s,-30.811799,-16.881,-7.371,2458469.249,1.33656,0.737,1760,4.25563,209.675,1060,12.3686,280.555,5111.9,4.5,0.86,5/29/2020 17:45,5/29/2020 12:37
1069,1927.01,1927,14344979,14344979.01,1,KP,10h55m09.32s,163.788852,-00d44m13.44s,-0.737066,-28.12,24.033,2458548.629,4.11265,1.758,20940,13.5445,108.112,898,12.3353,325.377,5424.8,4.49,0.92,5/29/2020 17:45,5/29/2020 12:37
1070,1928.01,1928,207077681,207077681,1,KP,21h23m03.09s,320.762876,-40d02m54.38s,-40.048439,-3.337,-39.852,2458326.049,2.27869,1.937,17220,15.45,268.626,1127,12.3119,355.513,4879,4.5,1.21,5/29/2020 17:45,7/14/2020 16:00
1071,1929.01,1929,157266693,157266693,1,KP,11h46m30.8s,176.628323,-33d51m36.27s,-33.860076,-35.023,-4.597,2458574.019,3.85306,3.631,16900,14.2125,743.913,1454,13.1648,585.77,5697,4.39,1.06,5/29/2020 17:45,5/29/2020 12:37
1072,193.01,193,183985250,183985250,1,,23h54m40.52s,358.668833,-37d37m41.57s,-37.628214,247.688,-69.788,2458354.215,0.792072,0.686972,1584.198975,3.964752,2804.499512,1856.024048,9.098,80.26866,5422,4.42223,0.989961,10/22/2018 19:57,12/17/2019 10:00
1073,1930.01,1930,160578764,160578764,1,KP,14h54m38.09s,223.658719,-38d44m40.37s,-38.744547,0.723,-1.53,2458601.277,2.87829,2.241,8350,12.7771,547.69,1347,12.1014,508.885,6017,4.22,1.35,5/29/2020 17:45,5/29/2020 12:37
